Date Time, Water Level, Sigma, O or I (for verified), F, R, L, Quality 
2022-07-08 10:06,3.107,0.062,1,0,0,0,p
2022-07-08 10:12,3.031,0.148,1,0,0,0,p
2022-07-08 10:18,2.953,0.082,1,0,0,0,p
2022-07-08 10:24,2.864,0.174,1,0,0,0,p
2022-07-08 10:30,2.799,0.240,1,0,0,0,p
2022-07-08 10:36,2.707,0.138,0,0,0,0,p
2022-07-08 10:42,2.628,0.292,1,0,0,0,p
2022-07-08 10:48,2.536,0.217,0,0,0,0,p
2022-07-08 10:54,2.454,0.184,1,0,0,0,p
2022-07-08 11:00,2.388,0.092,1,0,0,0,p
2022-07-08 11:06,2.323,0.256,1,0,0,0,p
2022-07-08 11:12,2.270,0.249,1,0,0,0,p
2022-07-08 11:18,2.162,0.131,1,0,0,0,p
2022-07-08 11:24,2.116,0.171,1,0,0,0,p
2022-07-08 11:30,2.060,0.184,1,0,0,0,p
2022-07-08 11:36,2.001,0.161,1,0,0,0,p
2022-07-08 11:42,1.929,0.203,1,0,0,0,p
2022-07-08 11:48,1.867,0.131,0,0,0,0,p
2022-07-08 11:54,1.841,0.302,0,0,0,0,p
2022-07-08 12:00,1.762,0.098,0,0,0,0,p
2022-07-08 12:06,1.699,0.105,1,0,0,0,p
2022-07-08 12:12,1.647,0.315,1,0,0,0,p
2022-07-08 12:18,1.558,0.148,1,0,0,0,p
2022-07-08 12:24,1.503,0.203,1,0,0,0,p
2022-07-08 12:30,1.427,0.177,1,0,0,0,p
2022-07-08 12:36,1.365,0.131,1,0,0,0,p
2022-07-08 12:42,1.293,0.180,1,0,0,0,p
2022-07-08 12:48,1.247,0.131,1,0,0,0,p
2022-07-08 12:54,1.217,0.200,0,0,0,0,p
2022-07-08 13:00,1.142,0.167,1,0,0,0,p
2022-07-08 13:06,1.093,0.128,1,0,0,0,p
2022-07-08 13:12,1.056,0.223,0,0,0,0,p
2022-07-08 13:18,1.024,0.141,1,0,0,0,p
2022-07-08 13:24,0.997,0.171,1,0,0,0,p
2022-07-08 13:30,0.955,0.157,1,0,0,0,p
2022-07-08 13:36,0.928,0.125,1,0,0,0,p
2022-07-08 13:42,0.902,0.105,1,0,0,0,p
2022-07-08 13:48,0.879,0.135,1,0,0,0,p
2022-07-08 13:54,0.876,0.115,1,0,0,0,p
2022-07-08 14:00,0.873,0.220,1,0,0,0,p
2022-07-08 14:06,0.860,0.144,1,0,0,0,p
2022-07-08 14:12,0.850,0.108,0,0,0,0,p
2022-07-08 14:18,0.866,0.085,1,0,0,0,p
2022-07-08 14:24,0.883,0.161,1,0,0,0,p
2022-07-08 14:30,0.919,0.092,0,0,0,0,p
2022-07-08 14:36,0.958,0.095,1,0,0,0,p
2022-07-08 14:42,1.030,0.157,0,0,0,0,p
2022-07-08 14:48,1.099,0.164,1,0,0,0,p
2022-07-08 14:54,1.158,0.207,1,0,0,0,p
2022-07-08 15:00,1.214,0.085,1,0,0,0,p
2022-07-08 15:06,1.306,0.125,1,0,0,0,p
2022-07-08 15:12,1.407,0.125,0,0,0,0,p
2022-07-08 15:18,1.490,0.105,1,0,0,0,p
2022-07-08 15:24,1.575,0.259,1,0,0,0,p
2022-07-08 15:30,1.686,0.167,1,0,0,0,p
2022-07-08 15:36,1.778,0.115,1,0,0,0,p
2022-07-08 15:42,1.883,0.092,1,0,0,0,p
2022-07-08 15:48,2.008,0.135,1,0,0,0,p
2022-07-08 15:54,2.123,0.161,1,0,0,0,p
2022-07-08 16:00,2.234,0.115,0,0,0,0,p
2022-07-08 16:06,2.359,0.108,1,0,0,0,p
2022-07-08 16:12,2.503,0.167,1,0,0,0,p
2022-07-08 16:18,2.602,0.118,1,0,0,0,p
2022-07-08 16:24,2.707,0.141,1,0,0,0,p
2022-07-08 16:30,2.835,0.108,1,0,0,0,p
2022-07-08 16:36,2.972,0.089,1,0,0,0,p
2022-07-08 16:42,3.091,0.108,1,0,0,0,p
2022-07-08 16:48,3.232,0.082,1,0,0,0,p
2022-07-08 16:54,3.350,0.144,1,0,0,0,p
2022-07-08 17:00,3.468,0.141,0,0,0,0,p
2022-07-08 17:06,3.606,0.249,1,0,0,0,p
2022-07-08 17:12,3.691,0.112,1,0,0,0,p
2022-07-08 17:18,3.809,0.105,1,0,0,0,p
2022-07-08 17:24,3.927,0.203,1,0,0,0,p
2022-07-08 17:30,4.022,0.148,1,0,0,0,p
2022-07-08 17:36,4.147,0.148,1,0,0,0,p
2022-07-08 17:42,4.259,0.171,1,0,0,0,p
2022-07-08 17:48,4.354,0.141,1,0,0,0,p
2022-07-08 17:54,4.449,0.200,1,0,0,0,p
2022-07-08 18:00,4.531,0.102,1,0,0,0,p
2022-07-08 18:06,4.616,0.095,1,0,0,0,p
2022-07-08 18:12,4.711,0.105,0,0,0,0,p
2022-07-08 18:18,4.770,0.089,1,0,0,0,p
2022-07-08 18:24,4.852,0.177,1,0,0,0,p
2022-07-08 18:30,4.911,0.138,1,0,0,0,p
2022-07-08 18:36,4.974,0.115,0,0,0,0,p
2022-07-08 18:42,5.039,0.141,0,0,0,0,p
2022-07-08 18:48,5.082,0.108,1,0,0,0,p
2022-07-08 18:54,5.148,0.259,1,0,0,0,p
2022-07-08 19:00,5.174,0.161,1,0,0,0,p
2022-07-08 19:06,5.220,0.157,1,0,0,0,p
2022-07-08 19:12,5.272,0.177,1,0,0,0,p
2022-07-08 19:18,5.312,0.154,1,0,0,0,p
2022-07-08 19:24,5.338,0.266,1,0,0,0,p
2022-07-08 19:30,5.384,0.197,1,0,0,0,p
2022-07-08 19:36,5.397,0.220,1,0,0,0,p
2022-07-08 19:42,5.449,0.289,1,0,0,0,p
2022-07-08 19:48,5.423,0.148,1,0,0,0,p
2022-07-08 19:54,5.453,0.358,1,0,0,0,p
2022-07-08 20:00,5.486,0.213,0,0,0,0,p
2022-07-08 20:06,5.505,0.125,1,0,0,0,p
2022-07-08 20:12,5.545,0.453,0,0,0,0,p
2022-07-08 20:18,5.538,0.315,0,0,0,0,p
2022-07-08 20:24,5.538,0.233,1,0,0,0,p
2022-07-08 20:30,5.515,0.167,1,0,0,0,p
2022-07-08 20:36,5.502,0.259,0,0,0,0,p
2022-07-08 20:42,5.486,0.236,1,0,0,0,p
2022-07-08 20:48,5.459,0.295,1,0,0,0,p
2022-07-08 20:54,5.397,0.246,1,0,0,0,p
2022-07-08 21:00,5.354,0.194,1,0,0,0,p
2022-07-08 21:06,5.266,0.177,1,0,0,0,p
2022-07-08 21:12,5.220,0.157,1,0,0,0,p
2022-07-08 21:18,5.154,0.272,0,0,0,0,p
2022-07-08 21:24,5.079,0.220,1,0,0,0,p
2022-07-08 21:30,4.997,0.220,1,0,0,0,p
2022-07-08 21:36,4.921,0.197,1,0,0,0,p
2022-07-08 21:42,4.856,0.151,1,0,0,0,p
2022-07-08 21:48,4.787,0.167,1,0,0,0,p
2022-07-08 21:54,4.747,0.276,1,0,0,0,p
2022-07-08 22:00,4.642,0.226,1,0,0,0,p
2022-07-08 22:06,4.580,0.223,0,0,0,0,p
2022-07-08 22:12,4.501,0.171,1,0,0,0,p
2022-07-08 22:18,4.406,0.151,0,0,0,0,p
2022-07-08 22:24,4.321,0.213,1,0,0,0,p
2022-07-08 22:30,4.229,0.141,1,0,0,0,p
2022-07-08 22:36,4.147,0.213,1,0,0,0,p
2022-07-08 22:42,4.035,0.177,0,0,0,0,p
2022-07-08 22:48,3.934,0.144,1,0,0,0,p
2022-07-08 22:54,3.839,0.230,0,0,0,0,p
2022-07-08 23:00,3.707,0.184,1,0,0,0,p
2022-07-08 23:06,3.586,0.128,0,0,0,0,p
2022-07-08 23:12,3.488,0.112,1,0,0,0,p
2022-07-08 23:18,3.373,0.200,0,0,0,0,p
2022-07-08 23:24,3.264,0.223,1,0,0,0,p
2022-07-08 23:30,3.150,0.164,1,0,0,0,p
2022-07-08 23:36,3.015,0.157,1,0,0,0,p
2022-07-08 23:42,2.910,0.121,0,0,0,0,p
2022-07-08 23:48,2.828,0.121,1,0,0,0,p
2022-07-08 23:54,2.740,0.098,1,0,0,0,p
2022-07-09 00:00,2.680,0.276,0,0,0,0,p
2022-07-09 00:06,2.575,0.112,0,0,0,0,p
2022-07-09 00:12,2.493,0.102,1,0,0,0,p
2022-07-09 00:18,2.388,0.072,1,0,0,0,p
2022-07-09 00:24,2.326,0.276,1,0,0,0,p
2022-07-09 00:30,2.228,0.092,1,0,0,0,p
2022-07-09 00:36,2.159,0.089,0,0,0,0,p
2022-07-09 00:42,2.057,0.072,1,0,0,0,p
2022-07-09 00:48,1.955,0.056,1,0,0,0,p
2022-07-09 00:54,1.864,0.223,1,0,0,0,p
2022-07-09 01:00,1.768,0.082,1,0,0,0,p
2022-07-09 01:06,1.713,0.072,0,0,0,0,p
2022-07-09 01:12,1.640,0.079,1,0,0,0,p
2022-07-09 01:18,1.568,0.138,0,0,0,0,p
2022-07-09 01:24,1.503,0.098,1,0,0,0,p
2022-07-09 01:30,1.427,0.157,1,0,0,0,p
2022-07-09 01:36,1.352,0.098,1,0,0,0,p
2022-07-09 01:42,1.293,0.075,0,0,0,0,p
2022-07-09 01:48,1.224,0.082,0,0,0,0,p
2022-07-09 01:54,1.178,0.220,1,0,0,0,p
2022-07-09 02:00,1.142,0.246,1,0,0,0,p
2022-07-09 02:06,1.109,0.217,0,0,0,0,p
2022-07-09 02:12,1.079,0.190,0,0,0,0,p
2022-07-09 02:18,1.060,0.092,0,0,0,0,p
2022-07-09 02:24,1.047,0.203,1,0,0,0,p
2022-07-09 02:30,1.033,0.200,1,0,0,0,p
2022-07-09 02:36,1.004,0.069,1,0,0,0,p
2022-07-09 02:42,0.981,0.049,1,0,0,0,p
2022-07-09 02:48,0.978,0.046,0,0,0,0,p
2022-07-09 02:54,0.997,0.184,1,0,0,0,p
2022-07-09 03:00,1.020,0.062,0,0,0,0,p
2022-07-09 03:06,1.066,0.079,0,0,0,0,p
2022-07-09 03:12,1.109,0.056,1,0,0,0,p
2022-07-09 03:18,1.165,0.052,0,0,0,0,p
2022-07-09 03:24,1.224,0.154,1,0,0,0,p
2022-07-09 03:30,1.263,0.052,0,0,0,0,p
2022-07-09 03:36,1.325,0.059,1,0,0,0,p
2022-07-09 03:42,1.401,0.052,1,0,0,0,p
2022-07-09 03:48,1.480,0.046,0,0,0,0,p
2022-07-09 03:54,1.555,0.036,1,0,0,0,p
2022-07-09 04:00,1.637,0.056,1,0,0,0,p
2022-07-09 04:06,1.722,0.043,0,0,0,0,p
2022-07-09 04:12,1.814,0.039,0,0,0,0,p
2022-07-09 04:18,1.923,0.052,0,0,0,0,p
2022-07-09 04:24,2.018,0.131,1,0,0,0,p
2022-07-09 04:30,2.103,0.049,0,0,0,0,p
2022-07-09 04:36,2.205,0.056,1,0,0,0,p
2022-07-09 04:42,2.326,0.039,1,0,0,0,p
2022-07-09 04:48,2.421,0.036,1,0,0,0,p
2022-07-09 04:54,2.526,0.043,0,0,0,0,p
2022-07-09 05:00,2.641,0.033,1,0,0,0,p
2022-07-09 05:06,2.723,0.030,1,0,0,0,p
2022-07-09 05:12,2.818,0.026,1,0,0,0,p
2022-07-09 05:18,2.933,0.039,1,0,0,0,p
2022-07-09 05:24,3.025,0.059,0,0,0,0,p
2022-07-09 05:30,3.127,0.046,0,0,0,0,p
2022-07-09 05:36,3.232,0.062,1,0,0,0,p
2022-07-09 05:42,3.320,0.043,0,0,0,0,p
2022-07-09 05:48,3.409,0.030,1,0,0,0,p
2022-07-09 05:54,3.478,0.039,1,0,0,0,p
2022-07-09 06:00,3.556,0.079,0,0,0,0,p
2022-07-09 06:06,3.632,0.056,0,0,0,0,p
2022-07-09 06:12,3.707,0.059,0,0,0,0,p
2022-07-09 06:18,3.786,0.043,0,0,0,0,p
2022-07-09 06:24,3.875,0.233,0,0,0,0,p
2022-07-09 06:30,3.921,0.098,0,0,0,0,p
2022-07-09 06:36,3.983,0.059,1,0,0,0,p
2022-07-09 06:42,4.026,0.036,1,0,0,0,p
2022-07-09 06:48,4.078,0.036,1,0,0,0,p
2022-07-09 06:54,4.131,0.030,1,0,0,0,p
2022-07-09 07:00,4.177,0.039,1,0,0,0,p
2022-07-09 07:06,4.206,0.033,1,0,0,0,p
2022-07-09 07:12,4.226,0.033,1,0,0,0,p
2022-07-09 07:18,4.252,0.030,1,0,0,0,p
2022-07-09 07:24,4.285,0.180,0,0,0,0,p
2022-07-09 07:30,4.285,0.089,0,0,0,0,p
2022-07-09 07:36,4.291,0.072,0,0,0,0,p
2022-07-09 07:42,4.304,0.046,1,0,0,0,p
2022-07-09 07:48,4.334,0.043,0,0,0,0,p
2022-07-09 07:54,4.344,0.043,1,0,0,0,p
2022-07-09 08:00,4.357,0.033,1,0,0,0,p
2022-07-09 08:06,4.383,0.030,1,0,0,0,p
2022-07-09 08:12,4.380,0.030,1,0,0,0,p
2022-07-09 08:18,4.416,0.036,1,0,0,0,p
2022-07-09 08:24,4.416,0.098,1,0,0,0,p
2022-07-09 08:30,4.419,0.105,0,0,0,0,p
2022-07-09 08:36,4.426,0.069,0,0,0,0,p
2022-07-09 08:42,4.432,0.036,1,0,0,0,p
2022-07-09 08:48,4.406,0.043,0,0,0,0,p
2022-07-09 08:54,4.380,0.046,0,0,0,0,p
2022-07-09 09:00,4.386,0.033,1,0,0,0,p
2022-07-09 09:06,4.364,0.033,1,0,0,0,p
2022-07-09 09:12,4.337,0.030,1,0,0,0,p
2022-07-09 09:18,4.291,0.020,1,0,0,0,p
2022-07-09 09:24,4.252,0.039,1,0,0,0,p
2022-07-09 09:30,4.193,0.151,0,0,0,0,p
2022-07-09 09:36,4.134,0.079,0,0,0,0,p
2022-07-09 09:42,4.072,0.043,0,0,0,0,p
2022-07-09 09:48,3.996,0.030,1,0,0,0,p
2022-07-09 09:54,3.934,0.046,0,0,0,0,p
2022-07-09 10:00,3.855,0.033,1,0,0,0,p
2022-07-09 10:06,3.786,0.046,0,0,0,0,p
2022-07-09 10:12,3.727,0.036,1,0,0,0,p
2022-07-09 10:18,3.665,0.046,1,0,0,0,p
2022-07-09 10:24,3.596,0.184,1,0,0,0,p
2022-07-09 10:30,3.527,0.118,1,0,0,0,p
2022-07-09 10:36,3.465,0.066,0,0,0,0,p
2022-07-09 10:42,3.396,0.075,1,0,0,0,p
2022-07-09 10:48,3.323,0.043,1,0,0,0,p
2022-07-09 10:54,3.261,0.154,1,0,0,0,p
2022-07-09 11:00,3.186,0.069,1,0,0,0,p
2022-07-09 11:06,3.107,0.121,1,0,0,0,p
2022-07-09 11:12,3.018,0.059,1,0,0,0,p
2022-07-09 11:18,2.920,0.062,0,0,0,0,p
2022-07-09 11:24,2.818,0.128,1,0,0,0,p
2022-07-09 11:30,2.726,0.082,1,0,0,0,p
2022-07-09 11:36,2.621,0.177,1,0,0,0,p
2022-07-09 11:42,2.513,0.164,1,0,0,0,p
2022-07-09 11:48,2.418,0.112,1,0,0,0,p
2022-07-09 11:54,2.329,0.167,1,0,0,0,p
2022-07-09 12:00,2.234,0.098,0,0,0,0,p
2022-07-09 12:06,2.149,0.079,1,0,0,0,p
2022-07-09 12:12,2.037,0.079,0,0,0,0,p
2022-07-09 12:18,1.949,0.092,1,0,0,0,p
2022-07-09 12:24,1.877,0.223,0,0,0,0,p
2022-07-09 12:30,1.768,0.118,0,0,0,0,p
2022-07-09 12:36,1.690,0.082,1,0,0,0,p
2022-07-09 12:42,1.611,0.131,1,0,0,0,p
2022-07-09 12:48,1.545,0.092,0,0,0,0,p
2022-07-09 12:54,1.476,0.144,0,0,0,0,p
2022-07-09 13:00,1.385,0.105,1,0,0,0,p
2022-07-09 13:06,1.329,0.085,0,0,0,0,p
2022-07-09 13:12,1.270,0.131,0,0,0,0,p
2022-07-09 13:18,1.217,0.056,1,0,0,0,p
2022-07-09 13:24,1.158,0.102,1,0,0,0,p
2022-07-09 13:30,1.112,0.072,1,0,0,0,p
2022-07-09 13:36,1.063,0.082,0,0,0,0,p
2022-07-09 13:42,1.037,0.115,1,0,0,0,p
2022-07-09 13:48,0.988,0.092,0,0,0,0,p
2022-07-09 13:54,0.948,0.226,1,0,0,0,p
2022-07-09 14:00,0.902,0.098,1,0,0,0,p
2022-07-09 14:06,0.860,0.066,1,0,0,0,p
2022-07-09 14:12,0.820,0.144,1,0,0,0,p
2022-07-09 14:18,0.774,0.069,1,0,0,0,p
2022-07-09 14:24,0.741,0.098,1,0,0,0,p
2022-07-09 14:30,0.715,0.118,0,0,0,0,p
2022-07-09 14:36,0.682,0.115,1,0,0,0,p
2022-07-09 14:42,0.659,0.164,1,0,0,0,p
2022-07-09 14:48,0.656,0.174,1,0,0,0,p
2022-07-09 14:54,0.643,0.236,1,0,0,0,p
2022-07-09 15:00,0.640,0.151,1,0,0,0,p
2022-07-09 15:06,0.653,0.128,1,0,0,0,p
2022-07-09 15:12,0.696,0.154,0,0,0,0,p
2022-07-09 15:18,0.725,0.095,1,0,0,0,p
2022-07-09 15:24,0.784,0.187,1,0,0,0,p
2022-07-09 15:30,0.840,0.092,1,0,0,0,p
2022-07-09 15:36,0.925,0.177,1,0,0,0,p
2022-07-09 15:42,0.988,0.121,1,0,0,0,p
2022-07-09 15:48,1.076,0.118,1,0,0,0,p
2022-07-09 15:54,1.171,0.174,1,0,0,0,p
2022-07-09 16:00,1.276,0.128,1,0,0,0,p
2022-07-09 16:06,1.368,0.105,1,0,0,0,p
2022-07-09 16:12,1.490,0.125,1,0,0,0,p
2022-07-09 16:18,1.624,0.148,0,0,0,0,p
2022-07-09 16:24,1.745,0.180,1,0,0,0,p
2022-07-09 16:30,1.873,0.112,1,0,0,0,p
2022-07-09 16:36,1.991,0.092,1,0,0,0,p
2022-07-09 16:42,2.119,0.128,1,0,0,0,p
2022-07-09 16:48,2.244,0.112,1,0,0,0,p
2022-07-09 16:54,2.372,0.266,1,0,0,0,p
2022-07-09 17:00,2.487,0.135,0,0,0,0,p
2022-07-09 17:06,2.602,0.121,1,0,0,0,p
2022-07-09 17:12,2.736,0.167,1,0,0,0,p
2022-07-09 17:18,2.871,0.115,1,0,0,0,p
2022-07-09 17:24,3.031,0.190,1,0,0,0,p
2022-07-09 17:30,3.182,0.144,1,0,0,0,p
2022-07-09 17:36,3.323,0.112,1,0,0,0,p
2022-07-09 17:42,3.478,0.164,1,0,0,0,p
2022-07-09 17:48,3.632,0.144,0,0,0,0,p
2022-07-09 17:54,3.776,0.230,0,0,0,0,p
2022-07-09 18:00,3.907,0.131,1,0,0,0,p
2022-07-09 18:06,4.026,0.131,1,0,0,0,p
2022-07-09 18:12,4.157,0.190,1,0,0,0,p
2022-07-09 18:18,4.239,0.098,1,0,0,0,p
2022-07-09 18:24,4.367,0.253,1,0,0,0,p
2022-07-09 18:30,4.455,0.118,1,0,0,0,p
2022-07-09 18:36,4.547,0.151,1,0,0,0,p
2022-07-09 18:42,4.649,0.125,1,0,0,0,p
2022-07-09 18:48,4.728,0.118,0,0,0,0,p
2022-07-09 18:54,4.774,0.197,1,0,0,0,p
2022-07-09 19:00,4.836,0.125,1,0,0,0,p
2022-07-09 19:06,4.898,0.108,1,0,0,0,p
2022-07-09 19:12,4.974,0.112,0,0,0,0,p
2022-07-09 19:18,5.046,0.125,1,0,0,0,p
2022-07-09 19:24,5.125,0.243,1,0,0,0,p
2022-07-09 19:30,5.200,0.128,1,0,0,0,p
2022-07-09 19:36,5.289,0.138,1,0,0,0,p
2022-07-09 19:42,5.381,0.269,1,0,0,0,p
2022-07-09 19:48,5.420,0.157,1,0,0,0,p
2022-07-09 19:54,5.456,0.315,1,0,0,0,p
2022-07-09 20:00,5.489,0.184,1,0,0,0,p
2022-07-09 20:06,5.538,0.197,0,0,0,0,p
2022-07-09 20:12,5.571,0.190,1,0,0,0,p
2022-07-09 20:18,5.604,0.144,1,0,0,0,p
2022-07-09 20:24,5.636,0.312,0,0,0,0,p
2022-07-09 20:30,5.682,0.223,1,0,0,0,p
2022-07-09 20:36,5.699,0.125,1,0,0,0,p
2022-07-09 20:42,5.735,0.151,1,0,0,0,p
2022-07-09 20:48,5.741,0.154,1,0,0,0,p
2022-07-09 20:54,5.774,0.223,1,0,0,0,p
2022-07-09 21:00,5.787,0.197,1,0,0,0,p
2022-07-09 21:06,5.791,0.151,0,0,0,0,p
2022-07-09 21:12,5.794,0.190,1,0,0,0,p
2022-07-09 21:18,5.797,0.154,1,0,0,0,p
2022-07-09 21:24,5.801,0.407,1,0,0,0,p
2022-07-09 21:30,5.781,0.381,0,0,0,0,p
2022-07-09 21:36,5.755,0.138,1,0,0,0,p
2022-07-09 21:42,5.735,0.128,1,0,0,0,p
2022-07-09 21:48,5.696,0.161,1,0,0,0,p
2022-07-09 21:54,5.666,0.312,1,0,0,0,p
2022-07-09 22:00,5.604,0.207,1,0,0,0,p
2022-07-09 22:06,5.551,0.161,0,0,0,0,p
2022-07-09 22:12,5.482,0.138,1,0,0,0,p
2022-07-09 22:18,5.436,0.210,1,0,0,0,p
2022-07-09 22:24,5.367,0.272,0,0,0,0,p
2022-07-09 22:30,5.295,0.226,1,0,0,0,p
2022-07-09 22:36,5.210,0.082,1,0,0,0,p
2022-07-09 22:42,5.148,0.108,1,0,0,0,p
2022-07-09 22:48,5.062,0.115,1,0,0,0,p
2022-07-09 22:54,5.013,0.226,0,0,0,0,p
2022-07-09 23:00,4.908,0.272,0,0,0,0,p
2022-07-09 23:06,4.793,0.144,1,0,0,0,p
2022-07-09 23:12,4.701,0.112,1,0,0,0,p
2022-07-09 23:18,4.610,0.105,1,0,0,0,p
2022-07-09 23:24,4.511,0.233,1,0,0,0,p
2022-07-09 23:30,4.386,0.092,1,0,0,0,p
2022-07-09 23:36,4.272,0.121,1,0,0,0,p
2022-07-09 23:42,4.157,0.105,1,0,0,0,p
2022-07-09 23:48,4.035,0.115,1,0,0,0,p
2022-07-09 23:54,3.934,0.157,1,0,0,0,p
